Begin Time:2021-05-13T17:14:45.547
[2021-05-13T17:14:45.547 info Netsdk:48184 15904:14552 AVNetSDKMgr.cpp:378]Load avnetsdk library dynamically
[2021-05-13T17:14:45.705 info Netsdk:48184 15904:4644 dhnetsdk.cpp:825]IP:170.242.0.162, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.705 info Netsdk:48184 15904:14020 dhnetsdk.cpp:825]IP:170.242.0.66, port:8003, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:2052 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD1E20, pstOutParam:0000024E4BBD1FE0.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:2052 dhnetsdk.cpp:825]IP:170.242.0.18, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:2428 dhnetsdk.cpp:825]IP:170.242.0.82, port:8009, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:6384 dhnetsdk.cpp:825]IP:170.242.0.162, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:13660 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD21E0, pstOutParam:0000024E4BBD2860.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:13660 dhnetsdk.cpp:825]IP:170.242.0.146, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:6772 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD22C0, pstOutParam:0000024E4BBD3E60.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:6772 dhnetsdk.cpp:825]IP:170.242.0.2, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:15740 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD4C30, pstOutParam:0000024E4BBD2C60.
[2021-05-13T17:14:45.706 info Netsdk:48184 15904:15740 dhnetsdk.cpp:825]IP:170.242.0.254, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.707 info Netsdk:48184 15904:15112 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9470, pstOutParam:0000024E4BBD3860.
[2021-05-13T17:14:45.707 info Netsdk:48184 15904:15112 dhnetsdk.cpp:825]IP:170.242.0.186, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.707 info Netsdk:48184 15904:12944 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9010, pstOutParam:0000024E4BBD3D60.
[2021-05-13T17:14:45.707 info Netsdk:48184 15904:12944 dhnetsdk.cpp:825]IP:170.242.0.186, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.707 info Netsdk:48184 15904:7904 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD4D10, pstOutParam:0000024E4BBD3C60.
[2021-05-13T17:14:45.707 info Netsdk:48184 15904:7904 dhnetsdk.cpp:825]IP:170.242.0.106, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:3024 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9390, pstOutParam:0000024E4BBD3F60.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:3024 dhnetsdk.cpp:825]IP:170.242.0.106, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:5412 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9710, pstOutParam:0000024E4BBD3160.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:5412 dhnetsdk.cpp:825]IP:170.242.0.10, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:5264 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD98D0, pstOutParam:0000024E4BBD2560.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:5264 dhnetsdk.cpp:825]IP:170.242.0.114, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:12896 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD90F0, pstOutParam:0000024E4BBD4060.
[2021-05-13T17:14:45.708 info Netsdk:48184 15904:12896 dhnetsdk.cpp:825]IP:170.242.1.2, port:8004, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.724 info Netsdk:48184 15904:12880 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE810, pstOutParam:0000024E4BBD4260.
[2021-05-13T17:14:45.724 info Netsdk:48184 15904:12880 dhnetsdk.cpp:825]IP:170.242.0.254, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:1296 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD91D0, pstOutParam:0000024E4BBD3760.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:1296 dhnetsdk.cpp:825]IP:170.242.0.131, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:14616 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD99B0, pstOutParam:0000024E4BBD2460.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:7508 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD97F0, pstOutParam:0000024E4BBD4160.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:14616 dhnetsdk.cpp:825]IP:170.242.0.18, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:7508 dhnetsdk.cpp:825]IP:170.242.0.131, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:8172 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9550, pstOutParam:0000024E4BBD3660.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:8172 dhnetsdk.cpp:825]IP:170.242.0.146, port:8003, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:6056 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD8F30, pstOutParam:0000024E4BBD2660.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:6056 dhnetsdk.cpp:825]IP:170.242.1.2, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:14060 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD8E50, pstOutParam:0000024E4BBD3960.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:14060 dhnetsdk.cpp:825]IP:170.242.0.82, port:8000, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:6720 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9A90, pstOutParam:0000024E4BBD3260.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:6720 dhnetsdk.cpp:825]IP:170.242.0.10, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:7556 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9630, pstOutParam:0000024E4BBD3B60.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:7556 dhnetsdk.cpp:825]IP:170.242.0.114, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:13692 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD92B0, pstOutParam:0000024E4BBD2760.
[2021-05-13T17:14:45.725 info Netsdk:48184 15904:13692 dhnetsdk.cpp:825]IP:170.242.0.254, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.726 info Netsdk:48184 15904:3880 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF8B0, pstOutParam:0000024E4BBD2960.
[2021-05-13T17:14:45.726 info Netsdk:48184 15904:15048 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9C50, pstOutParam:0000024E4BBD2A60.
[2021-05-13T17:14:45.726 info Netsdk:48184 15904:3880 dhnetsdk.cpp:825]IP:170.242.0.2, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.726 info Netsdk:48184 15904:15048 dhnetsdk.cpp:825]IP:170.242.0.146, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.726 info Netsdk:48184 15904:6160 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBD9B70, pstOutParam:0000024E4BBD2B60.
[2021-05-13T17:14:45.726 info Netsdk:48184 15904:6160 dhnetsdk.cpp:825]IP:170.242.0.146, port:8004, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.729 info Netsdk:48184 15904:10032 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF1B0, pstOutParam:0000024E4BBD2D60.
[2021-05-13T17:14:45.729 info Netsdk:48184 15904:10032 dhnetsdk.cpp:825]IP:170.242.0.130, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.729 info Netsdk:48184 15904:2180 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDFB50, pstOutParam:0000024E4BBD2E60.
[2021-05-13T17:14:45.729 info Netsdk:48184 15904:2180 dhnetsdk.cpp:825]IP:170.242.1.146, port:8003, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.730 info Netsdk:48184 15904:10864 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF530, pstOutParam:0000024E4BBD3A60.
[2021-05-13T17:14:45.730 info Netsdk:48184 15904:10864 dhnetsdk.cpp:825]IP:170.242.0.130, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.730 info Netsdk:48184 15904:14408 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDFC30, pstOutParam:0000024E4BBD2F60.
[2021-05-13T17:14:45.730 info Netsdk:48184 15904:14408 dhnetsdk.cpp:825]IP:196.6.1.210, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.730 info Netsdk:48184 15904:940 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF610, pstOutParam:0000024E4BBD3460.
[2021-05-13T17:14:45.730 info Netsdk:48184 15904:940 dhnetsdk.cpp:825]IP:170.242.1.139, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:4996 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDEC70, pstOutParam:0000024E4BBD3360.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:4996 dhnetsdk.cpp:825]IP:196.6.1.210, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:1740 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF0D0, pstOutParam:0000024E4BBD3060.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:10236 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF290, pstOutParam:0000024E4BBD3560.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:10236 dhnetsdk.cpp:825]IP:196.6.1.178, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:1740 dhnetsdk.cpp:825]IP:196.6.0.250, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:12400 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF7D0, pstOutParam:0000024E4BBEBEB0.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:12400 dhnetsdk.cpp:825]IP:196.6.1.218, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:6996 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDFA70, pstOutParam:0000024E4BBEA0B0.
[2021-05-13T17:14:45.731 info Netsdk:48184 15904:6996 dhnetsdk.cpp:825]IP:170.242.0.130, port:8003, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.732 info Netsdk:48184 15904:13908 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDDF50, pstOutParam:0000024E4BBECBB0.
[2021-05-13T17:14:45.732 info Netsdk:48184 15904:13908 dhnetsdk.cpp:825]IP:196.6.1.194, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.732 info Netsdk:48184 15904:12888 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF6F0, pstOutParam:0000024E4BBEC8B0.
[2021-05-13T17:14:45.732 info Netsdk:48184 15904:12888 dhnetsdk.cpp:825]IP:196.6.1.170, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.732 info Netsdk:48184 15904:1804 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF370, pstOutParam:0000024E4BBEC7B0.
[2021-05-13T17:14:45.732 info Netsdk:48184 15904:1804 dhnetsdk.cpp:825]IP:196.6.1.226, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.733 info Netsdk:48184 15904:15860 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDED50, pstOutParam:0000024E4BBEB2B0.
[2021-05-13T17:14:45.733 info Netsdk:48184 15904:15860 dhnetsdk.cpp:825]IP:196.6.1.178, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.733 info Netsdk:48184 15904:15088 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE9D0, pstOutParam:0000024E4BBE93B0.
[2021-05-13T17:14:45.733 info Netsdk:48184 15904:15088 dhnetsdk.cpp:825]IP:170.242.1.154, port:8006, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.733 info Netsdk:48184 15904:8928 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDFD10, pstOutParam:0000024E4BBEB8B0.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:8928 dhnetsdk.cpp:825]IP:196.6.1.178, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:564 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDEF10, pstOutParam:0000024E4BBE8FB0.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:564 dhnetsdk.cpp:825]IP:196.6.1.218, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:15820 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF450, pstOutParam:0000024E4BBEAEB0.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:15820 dhnetsdk.cpp:825]IP:170.242.0.254, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:16000 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDEE30, pstOutParam:0000024E4BBEB4B0.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:5140 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDDE70, pstOutParam:0000024E4BBEB7B0.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:16000 dhnetsdk.cpp:825]IP:170.242.1.154, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:5140 dhnetsdk.cpp:825]IP:196.6.1.194, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:5672 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDEFF0, pstOutParam:0000024E4BBEB9B0.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:5672 dhnetsdk.cpp:825]IP:170.242.0.130, port:8004, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.734 info Netsdk:48184 15904:9304 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDF990, pstOutParam:0000024E4BBEC3B0.
[2021-05-13T17:14:45.735 info Netsdk:48184 15904:12360 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE8F0, pstOutParam:0000024E4BBEA4B0.
[2021-05-13T17:14:45.735 info Netsdk:48184 15904:9304 dhnetsdk.cpp:825]IP:170.242.1.154, port:8004, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.735 info Netsdk:48184 15904:12360 dhnetsdk.cpp:825]IP:196.6.1.170, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.738 info Netsdk:48184 15904:4880 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBF5F10, pstOutParam:0000024E4BBEC4B0.
[2021-05-13T17:14:45.738 info Netsdk:48184 15904:4880 dhnetsdk.cpp:825]IP:170.242.1.154, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.738 info Netsdk:48184 15904:6964 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBF6530, pstOutParam:0000024E4BBE96B0.
[2021-05-13T17:14:45.738 info Netsdk:48184 15904:13376 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE490, pstOutParam:0000024E4BBE92B0.
[2021-05-13T17:14:45.738 info Netsdk:48184 15904:6964 dhnetsdk.cpp:825]IP:170.242.3.146, port:37777, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.738 info Netsdk:48184 15904:13376 dhnetsdk.cpp:825]IP:170.242.0.254, port:8004, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:13148 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDEAB0, pstOutParam:0000024E4BBE94B0.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:13148 dhnetsdk.cpp:825]IP:170.242.0.254, port:8003, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:15380 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE030, pstOutParam:0000024E4BBEC5B0.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:15380 dhnetsdk.cpp:825]IP:170.242.1.139, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:6124 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBF6990, pstOutParam:0000024E4BBEC9B0.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:6124 dhnetsdk.cpp:825]IP:170.242.4.26, port:8000, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:4228 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBF67D0, pstOutParam:0000024E4BBEBDB0.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:4228 dhnetsdk.cpp:825]IP:170.242.1.154, port:8005, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:11396 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE110, pstOutParam:0000024E4BBEBAB0.
[2021-05-13T17:14:45.739 info Netsdk:48184 15904:15708 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBDE1F0, pstOutParam:0000024E4BBE90B0.
[2021-05-13T17:14:45.740 info Netsdk:48184 15904:11396 dhnetsdk.cpp:825]IP:196.6.1.34, port:8002, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.740 info Netsdk:48184 15904:15708 dhnetsdk.cpp:825]IP:196.6.1.34, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:14:45.740 info Netsdk:48184 15904:10400 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000024E4BBF6D10, pstOutParam:0000024E4BBEC6B0.
