Begin Time:2021-05-13T17:36:37.449
[2021-05-13T17:36:37.449 info Netsdk:48184 8268:8908 AVNetSDKMgr.cpp:378]Load avnetsdk library dynamically
[2021-05-13T17:36:37.454 info Netsdk:48184 8268:8908 AVNetSDKMgr.cpp:402]avnetsdk module handle: 0000026D90DB0000

[2021-05-13T17:36:37.454 info Netsdk:48184 8268:8908 AVNetSDKMgr.cpp:734]Load configsdk dynamically
[2021-05-13T17:36:37.457 info Netsdk:48184 8268:8908 dhnetsdk.cpp:190]Enter CLIENT_SetAutoReconnect:[cbAutoConnect=0000026D8A8E0050, dwUser=0000000000000000].
[2021-05-13T17:36:37.457 info Netsdk:48184 8268:8908 dhnetsdk.cpp:192]Leave CLIENT_SetAutoReconnect.
[2021-05-13T17:36:37.458 info Netsdk:48184 8268:8908 dhnetsdk.cpp:210]Enter CLIENT_SetConnectTime:[nWaitTime=5000, nTryTimes=1].
[2021-05-13T17:36:37.458 info Netsdk:48184 8268:8908 dhnetsdk.cpp:223]Leave CLIENT_SetConnectTime.
[2021-05-13T17:36:37.459 info Netsdk:48184 8268:8908 dhnetsdk.cpp:234]Enter CLIENT_SetNetworkParam:[nWaittime=0, nConnectTime=1000, nConnectTryNum=0, nSubConnectSpaceTime=0, nGetDevInfoTime=0, nConnectBufSize=0, nGetConnInfoTime=3000, nSearchRecordTime=0, nsubDisconnetTime=0, byNetType=0, byPlaybackBufSize=0, bDetectDisconnTime=0, bKeepLifeInterval=0, nPicBufSize=0].
[2021-05-13T17:36:37.459 info Netsdk:48184 8268:8908 dhnetsdk.cpp:249]Leave CLIENT_SetNetworkParam.
[2021-05-13T17:36:37.556 info Netsdk:48184 8268:2016 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000026D8CABE950, pstOutParam:0000026D8CABEB80.
[2021-05-13T17:36:37.556 info Netsdk:48184 8268:11112 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000026D8CABE790, pstOutParam:0000026D8CABECF0.
[2021-05-13T17:36:37.557 info Netsdk:48184 8268:15568 dhnetsdk.cpp:809]Enter CLIENT_LoginWithHighLevelSecurity. pstInParam:0000026D8CABE870, pstOutParam:0000026D90CC0B60.
[2021-05-13T17:36:37.557 info Netsdk:48184 8268:11112 dhnetsdk.cpp:825]IP:170.242.0.138, port:8001, SpeCap:0, CapParam:0000000000000000.
[2021-05-13T17:36:37.557 info Netsdk:48184 8268:15568 dhnetsdk.cpp:825]IP:170.242.0.162, port:8001, SpeCap:0, CapParam:0000000000000000.
